姓名 高数 Java 数据结构 平均成绩 总成绩
张三78 22 59 28 36 109
张三46 54 36 82 57 172
张三59 93 26 67 62 186
张三77 18 9 42 23 69
张三20 43 67 87 65 197
张三38 88 61 67 72 216
张三15 26 19 97 47 142
张三55 23 18 55 32 96
张三31 25 37 25 29 87
张三20 88 96 60 81 244
张三54 63 69 79 70 211
张三1 37 50 59 48 146
张三89 14 70 91 58 175
张三71 32 18 29 26 79
张三43 96 86 70 84 252
张三7 58 91 83 77 232
张三17 91 18 6 38 115
张三96 44 44 17 35 105
张三84 27 41 10 26 78
张三46 74 17 66 52 157
张三26 25 70 83 59 178
张三99 64 31 66 53 161
张三81 79 55 46 60 180
张三81 44 61 87 64 192
张三14 47 74 71 64 192
张三41 50 24 65 46 139
张三97 50 55 3 36 108
张三74 41 46 54 47 141
张三92 9 32 62 34 103
张三15 72 97 90 86 259
张三47 78 33 51 54 162
张三53 4 45 7 18 56
张三63 53 37 29 39 119
张三11 35 36 81 50 152
张三86 46 63 18 42 127
张三79 59 9 74 47 142
张三30 73 79 37 63 189
张三3 8 19 99 42 126
张三41 93 24 8 41 125
张三68 42 4 43 29 89
张三60 88 99 65 84 252
张三19 67 38 14 39 119
张三30 77 76 54 69 207
张三17 3 35 90 42 128
张三70 0 7 16 7 23
张三31 48 20 92 53 160
张三17 30 50 82 54 162
张三83 0 70 19 29 89
张三78 71 44 35 50 150
张三35 23 83 0 35 106
张三74 75 90 7 57 172
张三62 79 46 60 61 185
张三64 78 25 10 37 113
张三51 70 95 7 57 172
张三63 33 1 41 25 75
张三30 46 93 79 72 218
张三7 96 2 89 62 187
张三6 81 73 15 56 169
张三28 88 55 39 60 182
张三78 21 19 42 27 82
张三34 50 25 68 47 143
张三42 59 76 77 70 212
张三17 46 4 46 32 96
张三9 89 23 0 37 112
张三28 98 23 12 44 133
张三5 44 43 47 44 134
张三94 50 52 88 63 190
张三28 20 74 21 38 115
张三64 90 71 33 64 194
张三63 40 27 19 28 86
张三4 93 25 66 61 184
张三1 9 7 39 18 55
张三0 45 88 2 45 135
张三1 72 68 96 78 236
张三13 78 10 89 59 177
张三99 66 91 65 74 222
张三96 12 17 27 18 56
张三43 31 66 47 48 144
张三0 88 88 14 63 190
张三12 27 15 99 47 141
张三86 51 34 56 47 141
张三56 60 93 96 83 249
张三40 94 37 25 52 156
张三55 28 44 8 26 80
张三72 91 46 55 64 192
张三84 26 6 2 11 34
张三18 72 27 16 38 115
张三36 86 93 17 65 196
张三89 15 9 99 41 123
张三50 28 94 65 62 187
张三47 69 83 11 54 163
张三19 51 68 50 56 169
张三79 18 39 45 34 102
张三1 98 28 21 49 147
张三19 66 52 95 71 213
张三48 64 35 88 62 187
张三31 90 49 23 54 162
张三22 36 55 75 55 166
张三47 95 23 85 67 203
张三71 82 45 87 71 214
张三40 77 67 99 81 243
张三80 32 75 15 40 122
张三54 57 56 92 68 205
张三18 13 89 2 34 104
张三36 67 88 61 72 216
张三49 30 79 57 55 166
张三44 84 68 44 65 196
张三81 17 18 72 35 107
张三15 48 5 78 43 131
张三61 78 68 85 77 231
张三23 10 28 95 44 133
张三51 17 79 14 36 110
张三56 96 77 81 84 254
张三38 12 21 18 17 51
张三5 86 2 90 59 178
张三58 77 29 85 63 191
张三34 35 73 12 40 120
张三49 35 57 60 50 152
张三63 97 9 15 40 121
张三57 84 57 36 59 177
张三13 22 49 6 25 77
张三50 28 41 93 54 162
张三66 34 38 9 27 81
张三31 7 85 47 46 139
张三51 15 8 31 18 54
张三48 53 84 49 62 186
张三63 57 61 65 61 183
张三35 53 79 53 61 185
张三68 52 91 63 68 206
张三46 90 89 18 65 197
张三54 19 10 74 34 103
张三52 0 41 44 28 85
张三32 20 49 23 30 92
张三19 66 84 39 63 189
张三0 82 61 80 74 223
张三96 32 6 66 34 104
张三13 41 48 47 45 136
张三62 17 11 29 19 57
张三34 86 74 67 75 227
张三24 46 20 85 50 151
张三52 37 56 17 36 110
张三69 45 98 96 79 239
张三99 22 34 54 36 110
张三98 62 30 60 50 152
张三93 15 57 23 31 95
张三99 4 83 83 56 170
张三90 50 54 34 46 138
张三52 8 46 78 44 132
张三34 35 54 92 60 181
张三54 83 25 6 38 114
张三25 21 89 6 38 116
张三13 3 24 96 41 123
张三46 1 96 41 46 138
张三53 17 65 11 31 93
张三21 48 93 63 68 204
张三25 18 10 41 23 69
张三2 20 95 6 40 121
张三19 96 83 35 71 214
张三95 77 0 68 48 145
张三22 42 18 26 28 86
张三77 0 66 86 50 152
张三58 5 87 87 59 179
张三69 9 44 83 45 136
张三16 6 58 23 29 87
张三62 9 53 62 41 124
张三55 55 11 17 27 83
张三11 22 1 96 39 119
张三24 35 2 41 26 78
张三46 72 91 44 69 207
张三57 51 51 28 43 130
张三65 46 76 90 70 212
张三13 46 4 69 39 119
张三9 35 38 82 51 155
张三82 44 88 60 64 192
张三28 33 7 15 18 55
张三83 68 50 30 49 148
张三91 55 53 2 36 110
张三2 33 68 20 40 121
张三9 84 14 3 33 101
张三69 29 69 91 63 189
张三61 73 41 19 44 133
张三63 37 70 87 64 194
张三40 67 66 81 71 214
张三87 41 69 81 63 191
张三71 1 42 65 36 108
张三74 22 15 63 33 100
张三66 0 96 35 43 131
张三84 66 42 77 61 185
张三10 94 96 92 94 282
张三33 5 71 96 57 172
张三90 16 28 66 36 110
张三47 81 80 91 84 252
张三34 43 36 1 26 80
张三28 99 11 48 52 158
张三94 97 58 99 84 254
张三6 12 73 21 35 106
张三7 41 73 38 50 152
张三64 48 48 43 46 139
张三13 94 44 80 72 218
张三3 80 14 13 35 107
张三10 83 4 15 34 102
张三72 96 32 50 59 178
张三92 3 47 32 27 82
张三57 11 82 77 56 170
张三68 31 0 2 11 33
张三45 47 26 56 43 129
张三91 43 88 2 44 133
张三76 55 39 21 38 115
张三34 11 36 42 29 89
张三54 64 38 60 54 162
张三76 84 52 51 62 187
张三91 75 99 37 70 211
张三5 85 94 39 72 218
张三92 49 40 71 53 160
张三50 71 7 51 43 129
张三23 39 14 4 19 57
张三85 42 98 66 68 206
张三94 70 33 25 42 128
张三79 0 70 22 30 92
张三69 83 29 40 50 152
张三81 77 36 50 54 163
张三87 70 8 93 57 171
张三62 4 92 70 55 166
张三34 85 60 80 75 225
张三56 81 8 70 53 159
张三23 12 46 26 28 84
张三78 70 86 69 75 225
张三65 1 37 97 45 135
张三96 16 60 40 38 116
张三31 24 20 80 41 124
张三92 76 75 43 64 194
张三45 12 66 44 40 122
张三50 12 45 1 19 58
张三59 62 35 77 58 174
张三39 67 85 96 82 248
张三89 36 65 50 50 151
张三85 42 70 98 70 210
张三33 83 63 54 66 200
张三55 35 53 35 41 123
张三83 58 11 29 32 98
张三98 17 71 69 52 157
张三4 35 26 45 35 106
张三98 47 88 43 59 178
张三46 9 66 47 40 122
张三58 60 77 10 49 147
张三17 53 65 43 53 161
张三7 77 38 52 55 167
张三26 75 15 1 30 91
张三1 10 93 65 56 168
张三64 81 64 4 49 149
张三58 86 14 58 52 158
张三12 53 74 53 60 180
张三51 89 74 86 83 249
张三59 84 59 33 58 176
张三54 3 24 35 20 62
张三95 34 18 79 43 131
张三0 8 33 11 17 52
张三99 4 98 3 35 105
张三13 57 59 1 39 117
张三35 38 83 75 65 196
张三10 39 20 23 27 82
张三45 96 87 61 81 244
张三92 6 89 71 55 166
张三74 67 78 72 72 217
张三72 17 41 23 27 81
张三90 6 88 68 54 162
张三2 24 13 70 35 107
张三67 21 71 17 36 109
张三95 16 59 84 53 159
张三53 38 9 22 23 69
张三69 78 18 33 43 129
张三47 25 97 51 57 173
张三46 48 19 14 27 81
张三43 53 36 23 37 112
张三80 65 93 55 71 213
张三15 19 29 62 36 110
张三15 45 64 8 39 117
张三67 66 59 9 44 134
张三74 42 49 44 45 135
张三63 66 74 37 59 177
张三46 57 75 9 47 141
张三3 69 44 41 51 154
张三21 14 0 12 8 26
张三19 12 32 77 40 121
张三79 29 99 45 57 173
张三9 52 3 68 41 123
张三46 14 45 68 42 127
张三30 70 80 23 57 173
张三63 9 4 93 35 106
张三8 54 96 18 56 168
张三40 39 10 63 37 112
张三58 61 21 39 40 121
张三83 21 15 8 14 44
张三0 10 43 90 47 143
张三16 85 96 21 67 202
张三27 70 56 11 45 137
张三49 72 88 81 80 241
张三57 28 66 67 53 161
张三48 31 81 28 46 140
张三73 62 20 95 59 177
张三12 28 61 62 50 151
张三41 57 33 21 37 111
张三66 28 35 12 25 75
张三47 18 43 86 49 147
张三32 25 33 13 23 71
张三7 96 46 47 63 189
张三22 30 86 73 63 189
张三26 21 75 37 44 133
张三73 39 33 27 33 99
张三26 87 21 93 67 201
张三19 35 92 8 45 135
张三65 70 32 0 34 102
张三62 3 14 74 30 91
张三97 46 11 8 21 65
张三8 69 78 86 77 233
张三74 48 14 11 24 73
张三55 77 32 15 41 124
张三76 84 24 92 66 200
张三50 74 65 21 53 160
张三23 0 37 97 44 134
张三82 62 58 42 54 162
张三95 63 92 66 73 221
张三46 46 73 83 67 202
张三74 87 38 41 55 166
张三1 77 64 86 75 227
张三97 45 19 40 34 104
张三25 72 16 23 37 111
张三50 35 99 50 61 184
张三18 67 51 54 57 172
张三66 73 90 1 54 164
张三16 20 61 28 36 109
张三13 62 35 92 63 189
张三24 87 49 29 55 165
张三65 43 62 5 36 110
张三62 26 93 86 68 205
张三0 14 11 32 19 57
张三0 7 60 4 23 71
张三74 12 5 81 32 98
张三22 34 38 91 54 163
张三56 55 16 42 37 113
张三34 98 68 75 80 241
张三37 0 36 41 25 77
张三21 34 83 47 54 164
张三23 82 69 5 52 156
张三7 36 94 67 65 197
张三1 19 95 10 41 124
张三83 55 71 21 49 147
张三31 99 80 92 90 271
张三94 92 25 25 47 142
张三81 0 19 47 22 66
张三12 54 80 93 75 227
张三47 97 46 40 61 183
张三32 37 78 35 50 150
张三96 52 56 1 36 109
张三61 55 80 50 61 185
张三25 8 1 93 34 102
张三3 27 43 10 26 80
张三43 13 76 51 46 140
张三40 91 83 80 84 254
张三3 64 96 56 72 216
张三80 13 61 98 57 172
张三44 34 28 78 46 140
张三16 97 52 15 54 164
张三18 23 43 1 22 67
张三0 29 78 73 60 180
张三24 56 84 25 55 165
张三59 1 21 68 30 90
张三59 5 79 91 58 175
张三85 0 40 32 24 72
张三65 20 34 93 49 147
张三72 65 69 17 50 151
张三35 91 98 58 82 247
张三98 30 60 79 56 169
张三93 70 72 18 53 160
张三67 28 99 89 72 216
张三89 38 8 94 46 140
张三53 11 21 21 17 53
张三38 89 28 82 66 199
张三26 3 77 91 57 171
张三21 56 48 98 67 202
张三41 13 61 45 39 119
张三24 27 92 17 45 136
张三13 63 73 34 56 170
张三62 94 31 38 54 163
张三31 96 89 7 64 192
张三42 62 83 33 59 178
张三66 91 65 11 55 167
张三48 93 55 71 73 219
张三79 94 84 1 59 179
张三48 58 14 37 36 109
张三39 23 44 67 44 134
张三59 51 29 68 49 148
张三4 34 21 52 35 107
张三35 48 98 86 77 232
张三27 40 78 18 45 136
张三43 49 74 5 42 128
张三84 20 85 71 58 176
张三45 16 48 26 30 90
张三40 66 83 66 71 215
张三14 95 39 63 65 197
张三11 49 10 42 33 101
张三46 9 26 59 31 94
张三62 11 51 66 42 128
张三37 24 90 82 65 196
张三72 1 7 79 29 87
张三49 46 81 6 44 133
张三52 20 81 83 61 184
张三78 12 12 33 19 57
张三86 50 19 2 23 71
张三98 54 35 94 61 183
张三42 65 71 4 46 140
张三49 63 85 42 63 190
张三66 59 54 87 66 200
张三86 99 58 32 63 189
张三66 44 16 39 33 99
张三12 93 80 32 68 205
张三35 93 60 42 65 195
张三57 56 91 28 58 175
张三86 30 60 78 56 168
张三84 89 21 16 42 126
张三74 8 75 49 44 132
张三29 59 65 78 67 202
张三61 12 57 35 34 104
张三99 76 66 5 49 147
张三22 73 3 31 35 107
张三2 98 60 99 85 257
张三3 1 88 51 46 140
张三67 46 59 76 60 181
张三98 56 87 94 79 237
张三87 98 58 47 67 203
张三74 20 83 88 63 191
张三91 5 2 50 19 57
张三91 42 97 86 75 225
张三22 38 45 64 49 147
张三77 59 4 65 42 128
张三90 75 92 22 63 189
张三61 29 13 35 25 77
张三11 59 2 11 24 72
张三83 20 30 2 17 52
张三67 17 84 14 38 115
张三10 41 30 1 24 72
张三40 5 41 45 30 91
张三57 17 2 6 8 25
张三93 13 14 78 35 105
张三68 28 50 5 27 83
张三29 60 41 67 56 168
张三17 79 68 53 66 200
张三31 57 48 10 38 115
张三41 75 5 82 54 162
张三56 14 17 12 14 43
张三90 94 0 17 37 111
张三71 19 2 29 16 50
张三84 4 59 6 23 69
张三10 24 96 26 48 146
张三1 64 95 2 53 161
张三21 10 70 59 46 139
张三30 92 46 29 55 167
张三24 10 25 71 35 106
张三66 6 56 15 25 77
张三94 21 36 73 43 130
张三43 63 83 3 49 149
张三41 37 83 23 47 143
张三12 50 60 39 49 149
张三55 66 91 54 70 211
张三30 9 25 20 18 54
张三45 38 29 96 54 163
张三98 93 99 50 80 242
张三67 93 32 0 41 125
张三76 88 88 23 66 199
张三41 24 54 56 44 134
张三70 51 13 41 35 105
张三95 6 69 57 44 132
张三41 43 17 40 33 100
张三91 32 65 70 55 167
张三15 61 92 77 76 230
张三8 51 9 97 52 157
张三73 98 28 92 72 218
张三97 61 74 40 58 175
张三49 83 76 66 75 225
张三38 14 55 14 27 83
张三85 81 81 22 61 184
张三50 40 22 66 42 128
张三96 55 16 59 43 130
张三45 81 76 79 78 236
张三56 20 39 95 51 154
张三18 99 8 1 36 108
张三15 45 41 65 50 151
张三29 13 94 0 35 107
张三90 68 58 20 48 146
张三1 59 49 39 49 147
张三11 55 80 95 76 230
张三51 84 43 45 57 172
张三94 97 55 52 68 204
张三26 24 46 83 51 153
张三90 27 93 22 47 142
张三5 28 48 79 51 155
张三21 23 9 2 11 34
张三9 7 87 54 49 148
张三3 97 57 70 74 224
张三95 54 65 52 57 171
张三29 8 48 33 29 89
张三59 38 45 83 55 166
张三37 48 58 17 41 123
张三62 71 52 5 42 128
张三12 78 60 70 69 208
张三46 18 26 33 25 77
张三86 19 43 32 31 94
张三19 76 0 28 34 104
张三33 28 95 87 70 210
张三11 59 0 15 24 74
张三75 9 74 17 33 100
张三39 56 87 35 59 178
张三42 43 87 10 46 140
张三41 57 89 28 58 174
张三68 33 44 94 57 171
张三43 52 0 95 49 147
张三92 1 71 2 24 74
张三88 58 37 94 63 189
张三16 80 93 89 87 262
张三43 33 79 72 61 184
张三30 96 18 58 57 172
张三49 62 36 20 39 118
张三3 20 86 61 55 167
张三91 44 24 27 31 95
张三8 43 64 85 64 192
张三93 11 34 48 31 93
张三25 10 98 37 48 145
张三80 51 28 29 36 108
张三48 0 61 95 52 156
张三50 18 99 42 53 159
张三67 52 49 81 60 182
张三47 59 76 28 54 163
张三35 71 16 73 53 160
张三38 81 66 55 67 202
张三13 55 55 72 60 182
张三29 43 59 30 44 132
张三68 38 59 71 56 168
张三69 42 37 31 36 110
张三57 39 27 21 29 87
张三30 37 68 40 48 145
张三31 55 92 66 71 213
张三75 22 72 99 64 193
张三44 45 84 94 74 223
张三29 40 95 16 50 151
张三31 84 70 49 67 203
张三25 8 21 94 41 123
张三15 97 16 71 61 184
张三2 84 11 70 55 165
张三45 93 68 81 80 242
张三58 12 54 64 43 130
张三76 59 59 13 43 131
张三93 9 60 96 55 165
张三42 89 71 73 77 233
张三2 85 36 15 45 136
张三79 48 22 69 46 139
张三90 16 24 44 28 84
张三15 17 52 38 35 107
张三24 6 91 39 45 136
张三22 41 26 83 50 150
张三53 11 4 11 8 26
张三85 95 83 67 81 245
张三47 11 18 73 34 102
张三60 40 96 51 62 187
张三45 36 76 90 67 202
张三9 17 21 70 36 108
张三9 17 91 54 54 162
张三39 29 57 68 51 154
张三22 91 56 26 57 173
张三71 81 31 52 54 164
张三89 77 11 93 60 181
张三38 91 94 31 72 216
张三17 33 48 40 40 121
张三74 98 89 49 78 236
张三74 25 52 47 41 124
张三39 16 15 32 21 63
张三86 86 97 49 77 232
张三6 20 18 95 44 133
张三90 56 45 18 39 119
张三92 64 67 2 44 133
张三57 6 21 61 29 88
张三20 51 1 53 35 105
张三73 2 63 42 35 107
张三27 31 62 51 48 144
张三22 68 61 69 66 198
张三81 75 33 77 61 185
张三14 37 46 8 30 91
张三47 59 63 59 60 181
张三50 12 91 10 37 113
张三26 63 46 40 49 149
张三31 73 22 66 53 161
张三67 52 70 56 59 178
张三35 0 63 30 31 93
张三95 10 75 88 57 173
张三24 97 70 66 77 233
张三47 39 69 57 55 165
张三64 41 6 13 20 60
张三73 38 99 63 66 200
张三55 91 80 83 84 254
张三62 37 80 92 69 209
张三25 25 51 17 31 93
张三0 34 14 50 32 98
张三8 95 55 81 77 231
张三61 70 69 82 73 221
张三29 19 27 71 39 117
张三98 53 91 98 80 242
张三73 49 10 54 37 113
张三74 81 65 12 52 158
张三78 79 75 79 77 233
张三64 60 63 59 60 182
张三19 87 9 9 35 105
张三3 0 29 55 28 84
张三42 25 24 88 45 137
张三76 33 96 5 44 134
张三85 4 3 26 11 33
张三59 5 36 88 43 129
张三84 26 97 64 62 187
张三70 2 87 59 49 148
张三54 72 11 63 48 146
张三86 46 7 58 37 111
张三94 48 79 26 51 153
张三27 58 50 9 39 117
张三56 37 89 38 54 164
张三28 58 58 50 55 166
张三74 20 9 93 40 122
张三33 86 28 35 49 149
张三47 59 50 45 51 154
张三92 26 90 88 68 204
张三23 56 34 88 59 178
张三48 83 92 10 61 185
张三19 33 77 63 57 173
张三38 56 2 53 37 111
张三86 94 91 51 78 236
张三45 88 63 32 61 183
张三90 59 75 89 74 223
张三77 94 51 31 58 176
张三92 97 49 18 54 164
张三66 98 30 14 47 142
张三16 85 28 65 59 178
张三99 39 18 66 41 123
张三59 68 79 0 49 147
张三41 4 81 6 30 91
张三86 4 83 34 40 121
张三95 18 37 62 39 117
张三92 24 89 34 49 147
张三24 2 34 90 42 126
张三48 25 50 85 53 160
张三20 53 28 80 53 161
张三45 88 74 28 63 190
张三96 35 86 89 70 210
张三12 91 23 28 47 142
张三46 77 81 78 78 236
张三74 43 43 82 56 168
张三83 4 51 56 37 111
张三72 81 16 56 51 153
张三62 61 55 56 57 172
张三54 91 61 8 53 160
张三42 7 28 85 40 120
张三23 49 28 46 41 123
张三53 78 30 43 50 151
张三96 89 59 16 54 164
张三57 53 47 86 62 186
张三97 55 10 35 33 100
张三33 76 65 83 74 224
张三14 85 65 0 50 150
张三13 5 54 94 51 153
张三73 30 74 41 48 145
张三60 3 14 69 28 86
张三5 24 6 1 10 31
张三68 90 72 41 67 203
张三29 32 95 64 63 191
张三98 20 46 70 45 136
张三68 65 23 60 49 148
张三13 44 93 55 64 192
张三58 33 61 18 37 112
张三62 83 26 14 41 123
张三41 61 65 46 57 172
张三26 25 56 28 36 109
张三26 6 10 58 24 74
张三16 6 98 59 54 163
张三83 50 88 86 74 224
张三9 54 53 13 40 120
张三94 40 19 31 30 90
张三49 92 32 14 46 138
张三62 14 41 56 37 111
张三35 37 19 84 46 140
张三82 43 85 17 48 145
张三3 49 65 64 59 178
张三97 45 53 85 61 183
张三54 99 54 23 58 176
张三6 89 44 7 46 140
张三85 69 11 29 36 109
张三1 75 4 13 30 92
张三29 7 20 82 36 109
张三39 50 93 59 67 202
张三21 97 72 36 68 205
张三82 24 3 65 30 92
张三25 12 80 61 51 153
张三59 65 50 96 70 211
张三5 62 8 22 30 92
张三41 6 46 81 44 133
张三23 66 15 65 48 146
张三19 94 13 83 63 190
张三87 94 9 51 51 154
张三33 48 87 54 63 189
张三95 66 63 77 68 206
张三99 19 55 42 38 116
张三46 4 28 63 31 95
张三19 72 78 35 61 185
张三97 74 56 6 45 136
张三84 22 26 53 33 101
张三15 59 20 28 35 107
张三87 95 28 38 53 161
张三28 59 77 59 65 195
张三25 10 86 84 60 180
张三88 5 37 49 30 91
张三57 84 36 15 45 135
张三3 21 4 85 36 110
张三22 21 39 12 24 72
张三75 96 29 60 61 185
张三61 28 37 32 32 97
张三95 31 79 35 48 145
张三90 73 12 77 54 162
张三39 72 4 66 47 142
张三10 76 23 10 36 109
张三92 57 71 4 44 132
张三55 98 23 17 46 138
张三84 31 90 88 69 209
张三21 79 74 72 75 225
张三19 4 54 87 48 145
张三20 15 1 44 20 60
张三28 61 59 54 58 174
张三48 4 72 56 44 132
张三76 42 85 13 46 140
张三73 87 89 99 91 275
张三16 66 55 83 68 204
张三68 58 18 31 35 107
张三45 47 97 0 48 144
张三60 28 3 45 25 76
张三32 43 78 18 46 139
张三61 71 34 73 59 178
张三7 27 86 76 63 189
张三96 78 76 47 67 201
张三39 65 76 62 67 203
张三58 96 70 60 75 226
张三33 65 19 33 39 117
张三49 37 55 80 57 172
张三27 3 94 51 49 148
张三81 73 91 14 59 178
张三83 49 36 45 43 130
张三55 70 78 27 58 175
张三82 63 26 30 39 119
张三41 2 78 61 47 141
张三76 15 72 13 33 100
张三14 64 15 10 29 89
张三63 59 31 82 57 172
张三40 80 97 48 75 225
张三77 69 67 76 70 212
张三6 58 82 9 49 149
张三15 99 46 41 62 186
张三26 53 90 72 71 215
张三45 44 7 53 34 104
张三95 25 19 6 16 50
张三65 10 65 61 45 136
张三49 27 36 63 42 126
张三0 15 43 54 37 112
张三58 33 42 31 35 106
张三70 75 19 86 60 180
张三74 1 26 88 38 115
张三57 57 49 4 36 110
张三90 46 61 22 43 129
张三53 7 11 54 24 72
张三96 45 15 99 53 159
